sampleid	percent	reads	taxon_id	Kingdom	Phylum
NT02PM01	0.000453	21	1817900	Bacteria	Candidatus Chisholmbacteria
NT02PM01	0.000453	21	2093364	Bacteria	Candidatus Aureabacteria
NT02PM01	0.000431	20	1817904	Bacteria	Candidatus Colwellbacteria
NT02PM01	0.00041	19	1817912	Bacteria	Candidatus Niyogibacteria
NT02PM01	0.000388	18	1817926	Bacteria	Candidatus Wirthbacteria
NT02PM01	0.000345	16	1618339	Bacteria	candidate division CPR2
NT02PM01	0.000323	15	2301208	Bacteria	Candidatus Cerribacteria
NT02PM01	0.000302	14	1817920	Bacteria	Candidatus Terrybacteria
NT02PM01	0.00028	13	1704031	Bacteria	candidate division KD3-62
NT02PM01	0.000259	12	1618340	Bacteria	candidate division CPR3
NT02PM01	0.000259	12	1817915	Bacteria	Candidatus Spechtbacteria
NT02PM01	0.000237	11	1817796	Bacteria	Candidatus Abawacabacteria
NT02PM01	0.000237	11	2138240	Bacteria	Coprothermobacterota
NT02PM01	0.000237	11	2798536	Bacteria	Candidatus Gribaldobacteria
NT02PM01	0.000216	10	1618338	Bacteria	candidate division CPR1
NT02PM01	0.000216	10	1817798	Bacteria	Candidatus Delongbacteria
NT02PM01	0.000172	8	221235	Bacteria	Candidatus Absconditabacteria
NT02PM01	0.000172	8	1817898	Bacteria	Candidatus Blackburnbacteria
NT02PM01	0.000172	8	2767197	Bacteria	Candidatus Muirbacteria
NT02PM01	0.000151	7	1752740	Bacteria	Candidatus Kuenenbacteria
NT02PM01	0.000151	7	1817918	Bacteria	Candidatus Tagabacteria
NT02PM01	0.000108	5	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT02PM01	0.000086	4	1817906	Bacteria	Candidatus Jacksonbacteria
NT02PM01	0.000022	1	1817902	Bacteria	Candidatus Brennerbacteria
NT02PM03	32.270412	1861403	1224	Bacteria	Proteobacteria
NT02PM03	20.26445	1168882	57723	Bacteria	Acidobacteria
NT02PM03	19.403202	1119204	201174	Bacteria	Actinobacteria
NT02PM03	4.678093	269839	203682	Bacteria	Planctomycetes
NT02PM03	2.71096	156372	976	Bacteria	Bacteroidetes
NT02PM03	2.152773	124175	74201	Bacteria	Verrucomicrobia
NT02PM03	1.57113	90625	1239	Bacteria	Firmicutes
NT02PM03	0.998519	57596	200795	Bacteria	Chloroflexi
NT02PM03	0.648927	37431	1117	Bacteria	Cyanobacteria
NT02PM03	0.408728	23576	67819	Bacteria	Armatimonadetes
NT02PM03	0.25204	14538	142182	Bacteria	Gemmatimonadetes
NT02PM03	0.244932	14128	204428	Bacteria	Chlamydiae
NT02PM03	0.20367	11748	1752708	Bacteria	Candidatus Rokubacteria
NT02PM03	0.181636	10477	40117	Bacteria	Nitrospirae
NT02PM03	0.180266	10398	1798710	Bacteria	Candidatus Melainabacteria
NT02PM03	0.116311	6709	1297	Bacteria	Deinococcus-Thermus
NT02PM03	0.100535	5799	203691	Bacteria	Spirochaetes
NT02PM03	0.085348	4923	1855361	Bacteria	Candidatus Kryptonia
NT02PM03	0.076749	4427	1134404	Bacteria	Ignavibacteriae
NT02PM03	0.047606	2746	256845	Bacteria	Lentisphaerae
NT02PM03	0.046462	2680	74152	Bacteria	Elusimicrobia
NT02PM03	0.042752	2466	67812	Bacteria	Candidatus Omnitrophica
NT02PM03	0.037152	2143	1154676	Bacteria	Candidatus Eremiobacteraeota
NT02PM03	0.029351	1693	1930617	Bacteria	Calditrichaeota
NT02PM03	0.0289	1667	67817	Bacteria	Candidatus Aminicenantes
NT02PM03	0.028137	1623	2052312	Bacteria	Candidatus Dormibacteraeota
NT02PM03	0.026924	1553	1817801	Bacteria	Candidatus Eisenbacteria
NT02PM03	0.024878	1435	1090	Bacteria	Chlorobi
NT02PM03	0.024618	1420	1802339	Bacteria	Candidatus Tectomicrobia
NT02PM03	0.023907	1379	1379697	Bacteria	candidate division Zixibacteria
NT02PM03	0.018585	1072	1293497	Bacteria	Nitrospinae
NT02PM03	0.018377	1060	95818	Bacteria	Candidatus Saccharibacteria
NT02PM03	0.018307	1056	640293	Bacteria	candidate division NC10
NT02PM03	0.017857	1030	1936987	Bacteria	Balneolaeota
NT02PM03	0.017354	1001	265317	Bacteria	Candidatus Poribacteria
NT02PM03	0.015118	872	74015	Bacteria	Candidatus Latescibacteria
NT02PM03	0.014805	854	62680	Bacteria	Candidatus Marinimicrobia
NT02PM03	0.013817	797	200918	Bacteria	Thermotogae
NT02PM03	0.0138	796	508458	Bacteria	Synergistetes
NT02PM03	0.010974	633	1752716	Bacteria	Candidatus Dadabacteria
NT02PM03	0.010818	624	142187	Bacteria	Candidatus Hydrogenedentes
NT02PM03	0.010749	620	1853220	Bacteria	Rhodothermaeota
NT02PM03	0.010281	593	200783	Bacteria	Aquificae
NT02PM03	0.009258	534	200940	Bacteria	Thermodesulfobacteria
NT02PM03	0.008859	511	200295	Bacteria	Candidatus Sumerlaeota
NT02PM03	0.008235	475	544448	Bacteria	Tenericutes
NT02PM03	0.008044	464	134625	Bacteria	Kiritimatiellaeota
NT02PM03	0.00794	458	1817806	Bacteria	Candidatus Handelsmanbacteria
NT02PM03	0.007819	451	32066	Bacteria	Fusobacteria
NT02PM03	0.007576	437	221216	Bacteria	Candidatus Parcubacteria
NT02PM03	0.007489	432	1619053	Bacteria	Candidatus Peregrinibacteria
NT02PM03	0.006952	401	65842	Bacteria	Fibrobacteres
NT02PM03	0.006345	366	456828	Bacteria	Candidatus Cloacimonetes
NT02PM03	0.006033	348	1752734	Bacteria	Candidatus Kaiserbacteria
NT02PM03	0.00579	334	2109258	Bacteria	Abditibacteriota
NT02PM03	0.005738	331	1052815	Bacteria	Candidatus Aerophobetes
NT02PM03	0.005686	328	1703755	Bacteria	candidate division WOR-3
NT02PM03	0.00508	293	200930	Bacteria	Deferribacteres
NT02PM03	0.004716	272	67810	Bacteria	Candidatus Bipolaricaulota
NT02PM03	0.004664	269	1752732	Bacteria	Candidatus Uhrbacteria
NT02PM03	0.004612	266	1752723	Bacteria	Candidatus Roizmanbacteria
NT02PM03	0.004594	265	1752731	Bacteria	Candidatus Magasanikbacteria
NT02PM03	0.004421	255	2093358	Bacteria	Candidatus Abyssubacteria
NT02PM03	0.004022	232	1752737	Bacteria	Candidatus Moranbacteria
NT02PM03	0.004005	231	67818	Bacteria	Atribacterota
NT02PM03	0.00397	229	1817811	Bacteria	Candidatus Schekmanbacteria
NT02PM03	0.003901	225	1752722	Bacteria	Candidatus Woesebacteria
NT02PM03	0.003519	203	1817808	Bacteria	Candidatus Margulisbacteria
NT02PM03	0.003415	197	200938	Bacteria	Chrysiogenetes
NT02PM03	0.003329	192	1752728	Bacteria	Candidatus Falkowbacteria
NT02PM03	0.003207	185	1752720	Bacteria	Candidatus Gottesmanbacteria
NT02PM03	0.002982	172	1817810	Bacteria	Candidatus Riflebacteria
NT02PM03	0.002722	157	1752729	Bacteria	Candidatus Nomurabacteria
NT02PM03	0.002653	153	1662329	Bacteria	Candidatus Kapabacteria
NT02PM03	0.002653	153	1752733	Bacteria	Candidatus Yanofskybacteria
NT02PM03	0.0026	150	1817799	Bacteria	Candidatus Doudnabacteria
NT02PM03	0.002548	147	422282	Bacteria	candidate division WWE3
NT02PM03	0.002531	146	1752719	Bacteria	Candidatus Levybacteria
NT02PM03	0.002479	143	1817797	Bacteria	Candidatus Coatesbacteria
NT02PM03	0.002462	142	1817807	Bacteria	Candidatus Lindowbacteria
NT02PM03	0.002392	138	1618330	Bacteria	Candidatus Berkelbacteria
NT02PM03	0.002392	138	1819803	Bacteria	Candidatus Desantisbacteria
NT02PM03	0.002219	128	1729712	Bacteria	Candidatus Fermentibacteria
NT02PM03	0.002184	126	1817911	Bacteria	Candidatus Nealsonbacteria
NT02PM03	0.002063	119	2798537	Bacteria	Candidatus Blackallbacteria
NT02PM03	0.002046	118	1752718	Bacteria	Candidatus Daviesbacteria
NT02PM03	0.00189	109	1817919	Bacteria	Candidatus Taylorbacteria
NT02PM03	0.001855	107	1817805	Bacteria	Candidatus Glassbacteria
NT02PM03	0.001716	99	1817809	Bacteria	Candidatus Raymondbacteria
NT02PM03	0.001682	97	1817812	Bacteria	Candidatus Wallbacteria
NT02PM03	0.00163	94	1752738	Bacteria	Candidatus Giovannonibacteria
NT02PM03	0.001387	80	68297	Bacteria	Dictyoglomi
NT02PM03	0.001387	80	1752717	Bacteria	Candidatus Curtissbacteria
NT02PM03	0.001352	78	1817802	Bacteria	Candidatus Firestonebacteria
NT02PM03	0.001335	77	67814	Bacteria	Caldiserica
NT02PM03	0.001318	76	1817803	Bacteria	Candidatus Fischerbacteria
NT02PM03	0.001266	73	1752724	Bacteria	Candidatus Pacebacteria
NT02PM03	0.001266	73	1817910	Bacteria	Candidatus Lloydbacteria
NT02PM03	0.001248	72	1817800	Bacteria	Candidatus Edwardsbacteria
NT02PM03	0.001196	69	1817925	Bacteria	Candidatus Zambryskibacteria
NT02PM03	0.001179	68	1817917	Bacteria	Candidatus Sungbacteria
NT02PM03	0.001162	67	1817903	Bacteria	Candidatus Buchananbacteria
NT02PM03	0.001144	66	1817916	Bacteria	Candidatus Staskawiczbacteria
NT02PM03	0.001127	65	1130266	Bacteria	Candidatus Hydrothermae
NT02PM03	0.00111	64	1752721	Bacteria	Candidatus Shapirobacteria
NT02PM03	0.001092	63	1817907	Bacteria	Candidatus Kerfeldbacteria
NT02PM03	0.001058	61	2498705	Bacteria	Candidatus Cryosericota
NT02PM03	0.00104	60	1817913	Bacteria	Candidatus Portnoybacteria
NT02PM03	0.001006	58	1752735	Bacteria	Candidatus Wolfebacteria
NT02PM03	0.001006	58	1752736	Bacteria	Candidatus Adlerbacteria
NT02PM03	0.000988	57	67820	Bacteria	Candidatus Microgenomates
NT02PM03	0.000988	57	1817908	Bacteria	Candidatus Komeilibacteria
NT02PM03	0.000971	56	1817905	Bacteria	Candidatus Harrisonbacteria
NT02PM03	0.000971	56	2093364	Bacteria	Candidatus Aureabacteria
NT02PM03	0.000954	55	1752739	Bacteria	Candidatus Jorgensenbacteria
NT02PM03	0.00078	45	1817899	Bacteria	Candidatus Woykebacteria
NT02PM03	0.000763	44	1752730	Bacteria	Candidatus Amesbacteria
NT02PM03	0.000745	43	1817909	Bacteria	Candidatus Liptonbacteria
NT02PM03	0.000728	42	1817914	Bacteria	Candidatus Ryanbacteria
NT02PM03	0.000711	41	363464	Bacteria	Candidatus Gracilibacteria
NT02PM03	0.000693	40	1752726	Bacteria	Candidatus Beckwithbacteria
NT02PM03	0.000693	40	1817804	Bacteria	Candidatus Fraserbacteria
NT02PM03	0.000641	37	1817904	Bacteria	Candidatus Colwellbacteria
NT02PM03	0.000624	36	1704031	Bacteria	candidate division KD3-62
NT02PM03	0.000624	36	1817923	Bacteria	Candidatus Wildermuthbacteria
NT02PM03	0.000589	34	1817912	Bacteria	Candidatus Niyogibacteria
NT02PM03	0.000589	34	2013583	Bacteria	Candidatus Goldbacteria
NT02PM03	0.000589	34	2576005	Bacteria	candidate division LCP-89
NT02PM03	0.000572	33	1752725	Bacteria	Candidatus Collierbacteria
NT02PM03	0.000537	31	1817924	Bacteria	Candidatus Yonathbacteria
NT02PM03	0.00052	30	1817901	Bacteria	Candidatus Andersenbacteria
NT02PM03	0.000503	29	1752727	Bacteria	Candidatus Campbellbacteria
NT02PM03	0.000485	28	1752741	Bacteria	Candidatus Azambacteria
NT02PM03	0.000451	26	1752740	Bacteria	Candidatus Kuenenbacteria
NT02PM03	0.000451	26	1817900	Bacteria	Candidatus Chisholmbacteria
NT02PM03	0.000451	26	1817920	Bacteria	Candidatus Terrybacteria
NT02PM03	0.000451	26	2138240	Bacteria	Coprothermobacterota
NT02PM03	0.000399	23	1817926	Bacteria	Candidatus Wirthbacteria
NT02PM03	0.000399	23	2301208	Bacteria	Candidatus Cerribacteria
NT02PM03	0.000399	23	2767197	Bacteria	Candidatus Muirbacteria
NT02PM03	0.000381	22	1618339	Bacteria	candidate division CPR2
NT02PM03	0.000364	21	1817898	Bacteria	Candidatus Blackburnbacteria
NT02PM03	0.000364	21	1817915	Bacteria	Candidatus Spechtbacteria
NT02PM03	0.000364	21	1817922	Bacteria	Candidatus Vogelbacteria
NT02PM03	0.000364	21	2798536	Bacteria	Candidatus Gribaldobacteria
NT02PM03	0.000329	19	1618338	Bacteria	candidate division CPR1
NT02PM03	0.000295	17	1618340	Bacteria	candidate division CPR3
NT02PM03	0.000191	11	1817796	Bacteria	Candidatus Abawacabacteria
NT02PM03	0.000156	9	221235	Bacteria	Candidatus Absconditabacteria
NT02PM03	0.000156	9	1817918	Bacteria	Candidatus Tagabacteria
NT02PM03	0.000139	8	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT02PM03	0.000104	6	1817798	Bacteria	Candidatus Delongbacteria
NT02PM03	0.000104	6	1817902	Bacteria	Candidatus Brennerbacteria
NT02PM03	0.000069	4	1817906	Bacteria	Candidatus Jacksonbacteria
NT02PM03	0.000052	3	1817921	Bacteria	Candidatus Veblenbacteria
NT02PM04	30.896833	1725188	1224	Bacteria	Proteobacteria
NT02PM04	22.41544	1251612	201174	Bacteria	Actinobacteria
NT02PM04	19.208878	1072567	57723	Bacteria	Acidobacteria
NT02PM04	4.839779	270239	203682	Bacteria	Planctomycetes
NT02PM04	2.764222	154346	976	Bacteria	Bacteroidetes
NT02PM04	2.102708	117409	74201	Bacteria	Verrucomicrobia
NT02PM04	1.589876	88774	200795	Bacteria	Chloroflexi
NT02PM04	1.372906	76659	1239	Bacteria	Firmicutes
NT02PM04	0.631803	35278	1117	Bacteria	Cyanobacteria
NT02PM04	0.335602	18739	67819	Bacteria	Armatimonadetes
NT02PM04	0.286459	15995	204428	Bacteria	Chlamydiae
NT02PM04	0.223293	12468	142182	Bacteria	Gemmatimonadetes
NT02PM04	0.194029	10834	1752708	Bacteria	Candidatus Rokubacteria
NT02PM04	0.174382	9737	40117	Bacteria	Nitrospirae
NT02PM04	0.170818	9538	1798710	Bacteria	Candidatus Melainabacteria
NT02PM04	0.111199	6209	1297	Bacteria	Deinococcus-Thermus
NT02PM04	0.097641	5452	203691	Bacteria	Spirochaetes
NT02PM04	0.070545	3939	1134404	Bacteria	Ignavibacteriae
NT02PM04	0.064366	3594	1855361	Bacteria	Candidatus Kryptonia
NT02PM04	0.046081	2573	256845	Bacteria	Lentisphaerae
NT02PM04	0.042445	2370	74152	Bacteria	Elusimicrobia
NT02PM04	0.041746	2331	67812	Bacteria	Candidatus Omnitrophica
NT02PM04	0.03435	1918	1154676	Bacteria	Candidatus Eremiobacteraeota
NT02PM04	0.03075	1717	2052312	Bacteria	Candidatus Dormibacteraeota
NT02PM04	0.026255	1466	1817801	Bacteria	Candidatus Eisenbacteria
NT02PM04	0.026219	1464	1930617	Bacteria	Calditrichaeota
NT02PM04	0.025395	1418	1090	Bacteria	Chlorobi
NT02PM04	0.02518	1406	67817	Bacteria	Candidatus Aminicenantes
NT02PM04	0.024106	1346	1802339	Bacteria	Candidatus Tectomicrobia
NT02PM04	0.022566	1260	1379697	Bacteria	candidate division Zixibacteria
NT02PM04	0.017515	978	640293	Bacteria	candidate division NC10
NT02PM04	0.01705	952	1293497	Bacteria	Nitrospinae
NT02PM04	0.016763	936	95818	Bacteria	Candidatus Saccharibacteria
NT02PM04	0.015921	889	1936987	Bacteria	Balneolaeota
NT02PM04	0.015366	858	265317	Bacteria	Candidatus Poribacteria
NT02PM04	0.013736	767	74015	Bacteria	Candidatus Latescibacteria
NT02PM04	0.013342	745	508458	Bacteria	Synergistetes
NT02PM04	0.013307	743	200918	Bacteria	Thermotogae
NT02PM04	0.012447	695	62680	Bacteria	Candidatus Marinimicrobia
NT02PM04	0.011784	658	1752716	Bacteria	Candidatus Dadabacteria
NT02PM04	0.010746	600	1853220	Bacteria	Rhodothermaeota
NT02PM04	0.010495	586	142187	Bacteria	Candidatus Hydrogenedentes
NT02PM04	0.010369	579	200783	Bacteria	Aquificae
NT02PM04	0.009349	522	200940	Bacteria	Thermodesulfobacteria
NT02PM04	0.008793	491	544448	Bacteria	Tenericutes
NT02PM04	0.008346	466	200295	Bacteria	Candidatus Sumerlaeota
NT02PM04	0.008077	451	1619053	Bacteria	Candidatus Peregrinibacteria
NT02PM04	0.007934	443	134625	Bacteria	Kiritimatiellaeota
NT02PM04	0.007898	441	32066	Bacteria	Fusobacteria
NT02PM04	0.007558	422	1817806	Bacteria	Candidatus Handelsmanbacteria
NT02PM04	0.007146	399	221216	Bacteria	Candidatus Parcubacteria
NT02PM04	0.007092	396	65842	Bacteria	Fibrobacteres
NT02PM04	0.006555	366	1052815	Bacteria	Candidatus Aerophobetes
NT02PM04	0.006394	357	1752734	Bacteria	Candidatus Kaiserbacteria
NT02PM04	0.006089	340	456828	Bacteria	Candidatus Cloacimonetes
NT02PM04	0.005659	316	2109258	Bacteria	Abditibacteriota
NT02PM04	0.005158	288	1703755	Bacteria	candidate division WOR-3
NT02PM04	0.005015	280	200930	Bacteria	Deferribacteres
NT02PM04	0.004871	272	1752723	Bacteria	Candidatus Roizmanbacteria
NT02PM04	0.004835	270	1752732	Bacteria	Candidatus Uhrbacteria
NT02PM04	0.004459	249	1752737	Bacteria	Candidatus Moranbacteria
NT02PM04	0.004316	241	1752731	Bacteria	Candidatus Magasanikbacteria
NT02PM04	0.004065	227	67810	Bacteria	Candidatus Bipolaricaulota
NT02PM04	0.00394	220	2093358	Bacteria	Candidatus Abyssubacteria
NT02PM04	0.003707	207	1817808	Bacteria	Candidatus Margulisbacteria
NT02PM04	0.003636	203	1817811	Bacteria	Candidatus Schekmanbacteria
NT02PM04	0.003546	198	1752722	Bacteria	Candidatus Woesebacteria
NT02PM04	0.00351	196	67818	Bacteria	Atribacterota
NT02PM04	0.003313	185	200938	Bacteria	Chrysiogenetes
NT02PM04	0.003188	178	1752728	Bacteria	Candidatus Falkowbacteria
NT02PM04	0.003045	170	422282	Bacteria	candidate division WWE3
NT02PM04	0.003009	168	1752720	Bacteria	Candidatus Gottesmanbacteria
NT02PM04	0.002865	160	1752719	Bacteria	Candidatus Levybacteria
NT02PM04	0.002848	159	1752729	Bacteria	Candidatus Nomurabacteria
NT02PM04	0.002561	143	1618330	Bacteria	Candidatus Berkelbacteria
NT02PM04	0.002561	143	1819803	Bacteria	Candidatus Desantisbacteria
NT02PM04	0.002436	136	1662329	Bacteria	Candidatus Kapabacteria
NT02PM04	0.002364	132	1817799	Bacteria	Candidatus Doudnabacteria
NT02PM04	0.002364	132	1817810	Bacteria	Candidatus Riflebacteria
NT02PM04	0.002346	131	1817807	Bacteria	Candidatus Lindowbacteria
NT02PM04	0.002274	127	1752733	Bacteria	Candidatus Yanofskybacteria
NT02PM04	0.002274	127	2798537	Bacteria	Candidatus Blackallbacteria
NT02PM04	0.002239	125	1817797	Bacteria	Candidatus Coatesbacteria
NT02PM04	0.002113	118	1817919	Bacteria	Candidatus Taylorbacteria
NT02PM04	0.002077	116	1752718	Bacteria	Candidatus Daviesbacteria
NT02PM04	0.00206	115	1729712	Bacteria	Candidatus Fermentibacteria
NT02PM04	0.002006	112	1817805	Bacteria	Candidatus Glassbacteria
NT02PM04	0.001594	89	1817809	Bacteria	Candidatus Raymondbacteria
NT02PM04	0.001558	87	1817911	Bacteria	Candidatus Nealsonbacteria
NT02PM04	0.001486	83	1817917	Bacteria	Candidatus Sungbacteria
NT02PM04	0.001469	82	1817812	Bacteria	Candidatus Wallbacteria
NT02PM04	0.001451	81	1752717	Bacteria	Candidatus Curtissbacteria
NT02PM04	0.001415	79	1817802	Bacteria	Candidatus Firestonebacteria
NT02PM04	0.001379	77	1817903	Bacteria	Candidatus Buchananbacteria
NT02PM04	0.0012	67	67814	Bacteria	Caldiserica
NT02PM04	0.0012	67	68297	Bacteria	Dictyoglomi
NT02PM04	0.0012	67	1752738	Bacteria	Candidatus Giovannonibacteria
NT02PM04	0.001164	65	1817905	Bacteria	Candidatus Harrisonbacteria
NT02PM04	0.001146	64	1752721	Bacteria	Candidatus Shapirobacteria
NT02PM04	0.001146	64	1752735	Bacteria	Candidatus Wolfebacteria
NT02PM04	0.001128	63	1752736	Bacteria	Candidatus Adlerbacteria
NT02PM04	0.00111	62	1817908	Bacteria	Candidatus Komeilibacteria
NT02PM04	0.001092	61	1752724	Bacteria	Candidatus Pacebacteria
NT02PM04	0.001075	60	1817916	Bacteria	Candidatus Staskawiczbacteria
NT02PM04	0.001075	60	2498705	Bacteria	Candidatus Cryosericota
NT02PM04	0.001039	58	1817914	Bacteria	Candidatus Ryanbacteria
NT02PM04	0.000985	55	1817909	Bacteria	Candidatus Liptonbacteria
NT02PM04	0.000967	54	1130266	Bacteria	Candidatus Hydrothermae
NT02PM04	0.000949	53	1752730	Bacteria	Candidatus Amesbacteria
NT02PM04	0.000931	52	1817800	Bacteria	Candidatus Edwardsbacteria
NT02PM04	0.000931	52	1817899	Bacteria	Candidatus Woykebacteria
NT02PM04	0.000931	52	1817925	Bacteria	Candidatus Zambryskibacteria
NT02PM04	0.000931	52	2576005	Bacteria	candidate division LCP-89
NT02PM04	0.000913	51	1817907	Bacteria	Candidatus Kerfeldbacteria
NT02PM04	0.000895	50	1817910	Bacteria	Candidatus Lloydbacteria
NT02PM04	0.000842	47	67820	Bacteria	Candidatus Microgenomates
NT02PM04	0.000806	45	1817803	Bacteria	Candidatus Fischerbacteria
NT02PM04	0.00077	43	1817913	Bacteria	Candidatus Portnoybacteria
NT02PM04	0.00077	43	1817924	Bacteria	Candidatus Yonathbacteria
NT02PM04	0.000752	42	1752739	Bacteria	Candidatus Jorgensenbacteria
NT02PM04	0.000752	42	2013583	Bacteria	Candidatus Goldbacteria
NT02PM04	0.000734	41	1752727	Bacteria	Candidatus Campbellbacteria
NT02PM04	0.000734	41	2093364	Bacteria	Candidatus Aureabacteria
NT02PM04	0.000716	40	1817804	Bacteria	Candidatus Fraserbacteria
NT02PM04	0.000663	37	1817901	Bacteria	Candidatus Andersenbacteria
NT02PM04	0.000627	35	1752726	Bacteria	Candidatus Beckwithbacteria
NT02PM04	0.000627	35	1817923	Bacteria	Candidatus Wildermuthbacteria
NT02PM04	0.000573	32	363464	Bacteria	Candidatus Gracilibacteria
NT02PM04	0.000573	32	1752740	Bacteria	Candidatus Kuenenbacteria
NT02PM04	0.000573	32	1752741	Bacteria	Candidatus Azambacteria
NT02PM04	0.000555	31	1752725	Bacteria	Candidatus Collierbacteria
NT02PM04	0.000519	29	2767197	Bacteria	Candidatus Muirbacteria
NT02PM04	0.000501	28	1817898	Bacteria	Candidatus Blackburnbacteria
NT02PM04	0.000484	27	1704031	Bacteria	candidate division KD3-62
NT02PM04	0.000484	27	1817920	Bacteria	Candidatus Terrybacteria
NT02PM04	0.000448	25	1817922	Bacteria	Candidatus Vogelbacteria
NT02PM04	0.00043	24	1817904	Bacteria	Candidatus Colwellbacteria
NT02PM04	0.00043	24	1817926	Bacteria	Candidatus Wirthbacteria
NT02PM04	0.000412	23	2301208	Bacteria	Candidatus Cerribacteria
NT02PM04	0.000376	21	1817900	Bacteria	Candidatus Chisholmbacteria
NT02PM04	0.000376	21	1817912	Bacteria	Candidatus Niyogibacteria
NT02PM04	0.00034	19	1618340	Bacteria	candidate division CPR3
NT02PM04	0.00034	19	2138240	Bacteria	Coprothermobacterota
NT02PM04	0.000322	18	1618339	Bacteria	candidate division CPR2
NT02PM04	0.000287	16	221235	Bacteria	Candidatus Absconditabacteria
NT02PM04	0.000287	16	1817796	Bacteria	Candidatus Abawacabacteria
NT02PM04	0.000287	16	1817798	Bacteria	Candidatus Delongbacteria
NT02PM04	0.000269	15	1817915	Bacteria	Candidatus Spechtbacteria
NT02PM04	0.000197	11	1817918	Bacteria	Candidatus Tagabacteria
NT02PM04	0.000161	9	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT02PM04	0.000125	7	1618338	Bacteria	candidate division CPR1
NT02PM04	0.000107	6	1817902	Bacteria	Candidatus Brennerbacteria
NT02PM04	0.00009	5	2798536	Bacteria	Candidatus Gribaldobacteria
NT02PM04	0.000072	4	1817906	Bacteria	Candidatus Jacksonbacteria
NT02PM04	0.000018	1	1817921	Bacteria	Candidatus Veblenbacteria
NT02PM10	35.446651	2465750	1224	Bacteria	Proteobacteria
NT02PM10	23.185856	1612861	201174	Bacteria	Actinobacteria
NT02PM10	17.274607	1201661	57723	Bacteria	Acidobacteria
NT02PM10	5.998064	417239	203682	Bacteria	Planctomycetes
NT02PM10	1.836167	127728	976	Bacteria	Bacteroidetes
NT02PM10	1.640214	114097	74201	Bacteria	Verrucomicrobia
NT02PM10	1.299152	90372	1239	Bacteria	Firmicutes
NT02PM10	1.134437	78914	200795	Bacteria	Chloroflexi
NT02PM10	0.577842	40196	1117	Bacteria	Cyanobacteria
NT02PM10	0.255871	17799	142182	Bacteria	Gemmatimonadetes
NT02PM10	0.223756	15565	1752708	Bacteria	Candidatus Rokubacteria
NT02PM10	0.165664	11524	40117	Bacteria	Nitrospirae
NT02PM10	0.134268	9340	67819	Bacteria	Armatimonadetes
NT02PM10	0.116414	8098	204428	Bacteria	Chlamydiae
NT02PM10	0.100414	6985	1297	Bacteria	Deinococcus-Thermus
NT02PM10	0.09843	6847	1798710	Bacteria	Candidatus Melainabacteria
NT02PM10	0.088654	6167	1855361	Bacteria	Candidatus Kryptonia
NT02PM10	0.082343	5728	203691	Bacteria	Spirochaetes
NT02PM10	0.072956	5075	1134404	Bacteria	Ignavibacteriae
NT02PM10	0.048561	3378	1154676	Bacteria	Candidatus Eremiobacteraeota
NT02PM10	0.043098	2998	74152	Bacteria	Elusimicrobia
NT02PM10	0.038987	2712	2052312	Bacteria	Candidatus Dormibacteraeota
NT02PM10	0.036859	2564	67812	Bacteria	Candidatus Omnitrophica
NT02PM10	0.036586	2545	256845	Bacteria	Lentisphaerae
NT02PM10	0.028622	1991	1802339	Bacteria	Candidatus Tectomicrobia
NT02PM10	0.025833	1797	1817801	Bacteria	Candidatus Eisenbacteria
NT02PM10	0.02543	1769	1930617	Bacteria	Calditrichaeota
NT02PM10	0.024223	1685	67817	Bacteria	Candidatus Aminicenantes
NT02PM10	0.021707	1510	1090	Bacteria	Chlorobi
NT02PM10	0.021549	1499	95818	Bacteria	Candidatus Saccharibacteria
NT02PM10	0.01866	1298	1379697	Bacteria	candidate division Zixibacteria
NT02PM10	0.018228	1268	640293	Bacteria	candidate division NC10
NT02PM10	0.016129	1122	1293497	Bacteria	Nitrospinae
NT02PM10	0.015583	1084	265317	Bacteria	Candidatus Poribacteria
NT02PM10	0.014031	976	1936987	Bacteria	Balneolaeota
NT02PM10	0.012651	880	74015	Bacteria	Candidatus Latescibacteria
NT02PM10	0.01209	841	62680	Bacteria	Candidatus Marinimicrobia
NT02PM10	0.011889	827	508458	Bacteria	Synergistetes
NT02PM10	0.010925	760	1752716	Bacteria	Candidatus Dadabacteria
NT02PM10	0.01025	713	200918	Bacteria	Thermotogae
NT02PM10	0.009934	691	142187	Bacteria	Candidatus Hydrogenedentes
NT02PM10	0.009301	647	1853220	Bacteria	Rhodothermaeota
NT02PM10	0.008755	609	200783	Bacteria	Aquificae
NT02PM10	0.007964	554	200295	Bacteria	Candidatus Sumerlaeota
NT02PM10	0.007835	545	200940	Bacteria	Thermodesulfobacteria
NT02PM10	0.007274	506	544448	Bacteria	Tenericutes
NT02PM10	0.007217	502	1817806	Bacteria	Candidatus Handelsmanbacteria
NT02PM10	0.007058	491	221216	Bacteria	Candidatus Parcubacteria
NT02PM10	0.006627	461	1619053	Bacteria	Candidatus Peregrinibacteria
NT02PM10	0.006541	455	1752734	Bacteria	Candidatus Kaiserbacteria
NT02PM10	0.006368	443	134625	Bacteria	Kiritimatiellaeota
NT02PM10	0.005434	378	32066	Bacteria	Fusobacteria
