accession	function_def	DT02PM02	DT02PM03	DT02PM10	DT04PM03	DT04PM07	DT06PM10	DT08PM01	DT09PM03	DT10PM04	DT10PM09	NT02PM01	NT02PM03	NT02PM04	NT02PM10	NT05PM09	NT06PM03	NT06PM04	NT08PM03	NT09PM08	NT10PM03
K04750	PhnB protein	737.5145959609999	886.314674138	888.931293657	869.607073539	1270.694317672	580.289788158	692.196507957	792.408063055	636.834552102	488.275001984	643.600605118	820.887339955	860.390747815	716.951895278	536.78745422	716.756862874	649.039782971	900.705754883	577.070244502	684.755627106
K04751	nitrogen regulatory protein P-II 1	1089.926229253	753.817506404	1306.914201171	793.038331349	960.4896496599999	842.615080014	840.034287028	731.841339661	815.75480143	763.941019965	739.839327975	632.585442407	634.445652813	741.220154542	773.666531212	842.341530448	826.23338544	729.18318331	669.757340024	836.587155008
K04752	nitrogen regulatory protein P-II 2	370.146436761	154.78795402	116.190408645	143.95198653699998	215.029485702	288.713785752	248.54882765899998	172.93993867700001	281.207167529	378.28759628200004	222.965774918	172.688573571	138.369094977	250.527698119	281.602841174	314.144055842	303.566127047	303.722667378	195.937429611	244.008800466
K04754	phospholipid-binding lipoprotein MlaA	168.94213362	40.328656754	86.922221054	71.943568498	223.90165193800001	58.793146257000004	72.669413717	54.599954193	64.954418969	95.730370099	86.781495093	107.90600243200001	53.5798917	69.551911561	111.999206199	136.521037073	184.999196456	187.575811221	121.608243825	114.32187043
K04755	ferredoxin, 2Fe-2S	458.157368535	247.113787767	386.45681856	153.039889155	249.726616148	308.377535683	281.059759895	268.651047217	285.200025967	367.542866263	309.426440958	315.932706844	301.044738393	316.692482532	384.30907132699997	397.116355394	408.871835216	380.38854419	396.865604757	376.289155387
K04756	lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]	150.550128579	66.999117617	20.002425764999998	10.266658461999999	46.37982122	13.7584307	21.235214381	23.124101585000002	58.940467945	6.767148164	67.451503346	44.560966776	30.569073436	52.756978425	93.94041292	37.88371842	17.29913735	15.699574887	94.572937092	28.635163223
K04757	serine/threonine-protein kinase RsbW [EC:2.7.11.1]	580.228965972	1038.435251357	826.967455813	1520.725843409	615.491566252	1136.438677475	1070.25614784	1308.231862894	906.586022749	363.056066098	936.54103126	1461.440008674	2182.663007717	949.918874038	764.164686156	785.135981785	870.955234851	774.43988575	805.350200956	827.886208498
K04758	ferrous iron transport protein A	153.644187584	158.29351285	106.848979603	125.912833786	244.270518953	118.452057014	156.475903716	177.253398861	120.81464055299999	111.80365479700001	104.871427314	138.560959117	50.938449092	94.400616105	120.175618573	148.479500874	186.770214987	125.229853946	121.086325218	128.728518706
K04759	ferrous iron transport protein B	238.59574659	218.638702728	305.367599765	221.046137769	309.470228674	263.625251819	280.160795722	251.074115624	277.122605619	176.182315142	219.158534517	225.592312638	174.083083054	229.507065054	251.159439372	338.220846809	306.239672101	384.335073316	242.80950429	286.92711521
K04760	transcription elongation factor GreB	64.318482748	49.814633216	19.46941118	55.19403047	26.691133005	400.353539621	303.588635015	240.681587296	366.407023701	448.03923265000003	163.250032645	177.837661634	201.70303044	163.152153529	44.481198368	97.074327453	284.512609011	165.234348518	48.736857766	207.895742536
K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	198.368500074	93.078556781	106.015436425	59.514068363999996	124.28457279999999	156.051924501	179.594378981	145.795433114	200.114196993	113.30044596	147.758784999	133.562795716	129.029107642	183.792975561	212.784368594	179.334796175	251.236933118	179.642442292	199.144906373	167.71659728400002
K04762	ribosome-associated heat shock protein Hsp15	220.624085432	101.05255121	116.93462489000001	30.820533787	131.40185806	76.338767738	120.40972136	68.207980023	109.611033247	179.72523078	83.935930455	74.813881664	81.584859322	87.802085511	89.016797924	123.113851889	129.051413979	201.525288587	106.834059778	95.765493954
K04763	integrase/recombinase XerD	1304.714813352	1067.293059968	2781.288774131	1295.538116424	1696.798172626	5485.019394913	5128.188595766	3541.32604138	4284.567488393	6169.767369682	5005.072431272	3697.335402917	3343.503853231	4934.129606395	4456.713833731	4125.107130515	3118.8656537800002	4938.618054244	6002.048557855	5807.164160296
K04764	integration host factor subunit alpha	333.114060949	171.404406366	158.541131722	177.541634502	239.77513758199999	168.705228992	154.128925378	117.948770232	151.063574165	241.059015328	131.414215949	102.059141316	86.028713536	162.512688241	137.46711063499998	222.925495004	184.40339563700002	159.714889984	156.837926965	121.901798762
K04765	nucleoside triphosphate diphosphatase [EC:3.6.1.9]	19.980813767	26.183879995	6.2339769700000005	45.937279773	30.371059709	65.917043467	72.492123429	72.985926838	71.804593123	52.409544563	74.857480279	76.816635206	70.872455677	102.647925577	100.620085658	137.759366119	134.183027317	95.43163628	74.026004718	127.47272243200001
K04767	acetoin utilization protein AcuB	7.474625115	76.507428575	0	0	0	10.01111419	7.562067282999999	7.624970848	24.564453598	0	29.678391997	20.837433948	6.715516261	24.18184802	37.394479527	44.713635351	20.435810871	47.148690769	36.227347826	20.467027718
K04768	acetoin utilization protein AcuC	104.639778189	15.039554086	5.135151188	0	0.122374198	48.76930466	36.54437909	33.476050905	47.986593622	3.814137734	2.5595349990000003	24.786545904	51.266374957	4.259688377	2.352544534	2.037943456	8.458561951	9.363891767	1.930351841	10.187102148
K04770	Lon-like ATP-dependent protease [EC:3.4.21.-]	2.924141341	1.141189325	0	0	117.88583363999999	73.939589532	71.216659494	88.145560102	44.939340896	0	11.651085477	21.452805258	5.690172811	14.260338887	0	10.825851767	21.290150795	1.030531436	0.6868179910000001	12.754556888
K04771	serine protease Do [EC:3.4.21.107]	794.814851985	618.48256538	604.447222551	465.306266159	1063.813555539	858.561291881	844.334604397	1068.41100679	973.161280459	675.828216285	989.456899059	862.044122107	691.913855941	905.16771261	802.902407268	914.72584146	1001.875998502	882.137251462	682.224337037	940.696467241
K04772	serine protease DegQ [EC:3.4.21.-]	123.453185882	2.881870163	0	0	1.704396712	0	1.3875852530000001	6.089081979	0	3.81897907	5.456013991000001	9.952178563	4.3646997	6.039968012999999	0.519397044	2.470246603	10.478830995000001	7.510220888000001	0.661687582	4.691264754
K04773	protease IV [EC:3.4.21.-]	376.683627874	183.372729579	330.922858619	147.585619893	515.987404783	269.440079877	245.560182988	211.976531279	281.397900461	135.543961714	292.568440218	218.828374003	203.226228389	285.218023738	370.244625413	312.943831233	247.598656573	261.535763254	289.65699088	251.878160783
K04774	serine protease SohB [EC:3.4.21.-]	10.723631671	3.511516538	0.773630248	9.360855895	9.847810381999999	49.159255732	49.695052556	29.601958522	45.862934945	26.786898819	67.907523854	19.557291611	16.806545179	58.008827236	69.46432253	52.378277134	32.267129714	12.52209827	33.362441901	17.773885179
K04775	protease YdgD [EC:3.4.21.-]	0	4.917758851	1.250976571	19.59270286	19.26428085	0	1.855322924	14.386944002	5.406071204	0	2.325309343	1.805088578	0	1.091226695	2.072867801	4.900051146999999	5.94751635	6.643893654	0.618934866	1.766224563
K04780	nonribosomal peptide synthetase DhbF	0	0	95.80289896	0.342459391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147307601	0
K04781	salicylate synthetase [EC:5.4.4.2 4.2.99.21]	2.6938771729999997	0.363978081	0	37.46451196	3.6671812690000003	41.584536208	30.616904708	12.164041709000001	38.104947634	2.2052477329999998	59.734434749	31.046424722	15.995998126	69.037995602	95.776229896	50.684149474	16.783679403	3.183063695	110.90156175899999	18.054892614
K04782	isochorismate pyruvate lyase [EC:4.2.99.21]	0	0	13.26435477	46.45559811	22.810674652	0	0	4.326231919	6.183908322	0	0	4.006492396	2.170073774	5.0928202670000005	0	0	0	0	0	3.462499639
K04786	yersiniabactin nonribosomal peptide/polyketide synthase	0.766792498	0	0	0	0	0	0.494097652	0.301871839	0.884426247	0	2.293436416	2.772012724	1.522817642	3.033699171	18.95855962	4.32013986	0.264556107	12.26952511	24.62078295	0.712729206
K04787	mycobactin salicyl-AMP ligase [EC:6.3.2.-]	2.059705397	0	0	1.921409324	0	7.1401120240000004	9.198526594	0	10.20598656	0	57.504158495	29.737059608000003	19.767815661	50.205706848	97.33633535	32.402955845	7.907275859	5.574698465	105.55104680000001	4.631608743999999
K04788	mycobactin phenyloxazoline synthetase	0	0	0	0	0.649115314	2.226184096	7.471605538	0.386395953	13.49610869	0	45.78751009	18.33538343	7.793938612	47.24647215	85.12876858	17.78881119	1.354527267	4.8784191	104.6442442	1.216391177
K04789	mycobactin peptide synthetase MbtE	0.775751586	0	1.586209632	0.447668564	1.026092936	10.29238295	17.501476664	2.940025302	19.136739628	3.786248946	59.265452656	23.777350155999997	14.570423331999999	58.316767314	95.118954056	24.987156001	2.200956229	4.471741687	146.929815884	6.595395315
K04790	mycobactin polyketide synthetase MbtC	2.559452512	0	1.775100851	0	1.644234825	9.624766908	8.836524576	4.989518967	21.767803276	1.662048408	50.30776338	32.360251163	24.964643759	67.66421655	105.681374358	25.533256787	4.063945737	7.642464206	116.817058029	5.330375401
K04791	mycobactin polyketide synthetase MbtD	2.429093022	0	0.778321606	0	1.070993703	3.376324273	6.872972464	1.275051209	12.10663217	1.443260173	46.9720315	16.687707583	8.680376055	53.261100072	89.375405613	15.830803881000001	1.5397468380000001	3.758322068	99.61686408	0.965012393
K04792	mycobactin peptide synthetase MbtF	1.137056975	0.395819319	1.892209181	0.148901561	2.1729442490000004	2.706947815	11.407546447	1.1937014	16.389860913	2.609572073	49.032541714	19.409550615999997	14.181511065999999	51.113150299	83.10974041499999	20.809208589	2.14998089	4.442982387	92.160861008	2.06175362
K04793	mycobactin lysine-N-oxygenase	0	4.2243509349999995	36.6246737	2.935448227	0	20.115051855	35.979615737	15.763360707999999	47.170283002	8.774899813	94.225455896	50.152252943	45.836363744	87.439883519	138.377444862	59.375222965	17.573659392	9.495280574	124.62055088	37.385887189
K04794	peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	0.963766256	22.408356658000002	2.317079756	23.81894472	0	18.389675714	18.586578635	14.156216692000001	4.185819972	49.03809439	2.451468832	28.099929207	25.64146396	3.695102415	1.527524141	4.32841135	42.729357983	14.398122674	13.895439212	11.297108795
K04797	prefoldin alpha subunit	0	0	0	0	0	0	0	0	0	0	4.218153645	15.168829468999999	0	3.052813662	0	0	0	1.099173582	0	0
K04798	prefoldin beta subunit	0	0	8.042356669	12.19208116	0	0	0	0	0	0	0	0	7.216506987	0	0	0	2.160935779	0	0	0
K04799	flap endonuclease-1 [EC:3.-.-.-]	0	4.114355306	0	0	0	1.40092025	3.8698324069999996	3.092057939	0	51.48980595	11.991707845	3.79065377	11.23624072	1.717345401	1.911353112	0	0	8.243763079999999	0	5.7599043089999995
K04802	proliferating cell nuclear antigen	0	0	0	4.652555434	5.332018648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04835	methylaspartate ammonia-lyase [EC:4.3.1.2]	0	0	0	0	0	0	0	0	5.753049547	0	0	0	0	0.672382712	0.818991526	2.05549454	0	0.510016542	1.200099181	3.497124635
K04940	opine dehydrogenase [EC:1.5.1.28]	51.473139755999995	62.51174762	0	59.848080013	22.638352485000002	32.389875736	25.355429287	20.884513687000002	21.154835722	82.029970076	26.347526637999998	22.295139319	21.680032793	42.937964203	30.929736111	51.373636765	26.412631703	30.20249012	24.327655193000002	11.76426732
K05012	chloride channel 3/4/5	0	18.66699256	0	1.608290767	0	1.62856979	2.881385226	1.030986882	6.606142941	146.72208961	12.074165707	6.356110245	27.596192572	6.840642542	2.552205088	1.333934675	16.974634431	15.420875968	1.986557891	28.463679192
K05019	chloride channel, nucleotide-sensitive, 1A	0	4.961310361	0	0	0	8.890419146	4.618135424	3.343886192	4.018134062	53.22118433	0.088782075	23.097636871	14.000634121	2.4866251769999996	0	0	7.690670182	0	0	0
K05236	coatomer subunit alpha	0	0.697765029	0	0	0	0	0.376641827	0	0	0	1.058784875	1.149466783	0.936736105	0.541495511	0.676054326	0.378106422	0	4.957480248	0.110317139	6.02429206
K05275	pyridoxine 4-dehydrogenase [EC:1.1.1.65]	726.780878504	780.835142793	429.696020584	1116.207457171	1206.034383694	1470.460965793	1447.994945898	1349.903130193	1222.400352267	677.366494129	1407.34539147	1466.305599766	1500.075953618	1496.153659659	1485.150804127	1402.191362288	1290.030940583	1184.561406105	1534.17559227	1529.641563549
K05281	2'-hydroxyisoflavone reductase [EC:1.3.1.45]	50.304375354	313.504444884	372.15651427	153.627053051	20.649087042999998	37.62237835	41.419122544	29.851870297	33.615715059	44.45789471	32.712631933	56.351355685	88.743600984	35.282541053	39.216725612	55.565819734	163.243316125	56.129650951	29.848676189	27.743583655
K05283	glucosaminylphosphatidylinositol acyltransferase [EC:2.3.-.-]	0	0	0	0	0	0	1.288980853	0	0	0	0	9.520278434	0	1.456274437	0	0	0	0	0	0
K05284	GPI mannosyltransferase 1 subunit M [EC:2.4.1.-]	0	9.288940123	10.76744171	0	2.203472766	5.465060528	2.540235438	0	0.347563999	30.73548414	1.713290886	6.733737024	9.145085816	1.313467372	0.327971435	1.5080045000000002	6.22470762	2.968304855	0.548322533	5.98207336
K05285	GPI ethanolamine phosphate transferase 1 [EC:2.7.-.-]	2.076596939	11.923222981	0	0	0	7.384032028999999	1.060587097	0.452500353	6.250233224	76.14492255100001	13.408630285	23.189597932	18.542664618	7.2899360390000005	1.013272865	0	8.933633043	11.398929503000002	0.104362386	18.079125321
K05286	GPI mannosyltransferase 3 [EC:2.4.1.-]	0	3.056326162	0	0	0	2.5612760359999998	0	1.600010855	0	35.93961249	0.504195288	3.074058389	7.416709715	3.365549283	2.494791819	3.685150282	1.609200782	1.39283339	3.515066287	0.652448626
K05287	GPI ethanolamine phosphate transferase 2/3 subunit F	0	0	0	0	0	3.809519977	0	4.138530926	0	0	0	6.222805361	2.095311131	0.990208458	1.706232347	0	0	7.425528201	0	7.022004228
K05288	GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]	0	7.037339017999999	8.658351469	0	0	0	0	0	0	37.15655506	1.401952198	4.124909446	14.34460378	2.204761019	0.617336191	0	6.664873814	0	0	0.546425724
K05289	GPI-anchor transamidase subunit GAA1	4.835816299	9.682665678	0	1.921176426	0.829425123	19.548544899	16.791891024	3.267582748	10.898954762	72.17428329	7.954569486	18.641306692	35.396678102	3.7222101370000003	1.220301959	2.745013236	12.648836294	29.494485813	0.48667123599999995	12.929932628
K05290	GPI-anchor transamidase subunit K	2.164466732	3.780903674	0	0	0	5.49045877	2.179017562	0	0	14.38575024	2.69564785	7.671626456	12.921764627	3.103206168	1.601575855	2.013347586	1.503577565	14.433892879999998	0	18.645703731
K05291	GPI-anchor transamidase subunit S	0	8.282118279999999	1.377138362	25.76904426	5.537704827	4.079374258	0	2.082457398	4.940894875	32.06431311	5.656943428	2.10709023	10.304458809	1.200805945	1.754197021	1.845234211	0.010862666	3.880545243	1.040974784	8.695491699
K05292	GPI-anchor transamidase subunit T	0	8.380753885	0	24.10822481	0	15.031657721	3.816267921	10.570947907	5.520489497	77.070571938	8.365937800000001	23.139816658	15.546075113	5.654893009	0.354064865	0	8.36058522	4.767177202	0.308380335	9.212039785
K05293	GPI-anchor transamidase subunit U	0	5.403861495	1.724679699	0	2.317206437	1.8987553519999998	4.186111994	12.169109369000001	0	68.62776183	1.957065742	7.823982629	10.02758497	4.280110424	0	0	1.824611097	2.419834774	0	0
K05294	GPI inositol-deacylase [EC:3.-.-.-]	0	10.203661529	14.31895877	0	0	9.394028317	4.926843466	8.336641022	12.222792094	37.142533193	6.629539939	10.216878934	22.666013702	7.6049911869999995	1.697688915	0.744575623	5.823880218	8.158068747	0.835324146	10.19889715
K05296	3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]	4.291705542	4.073394895	75.53444134	3.88293861	2.76475041	14.720811973	13.871761116	12.830319309	30.746145745	4.943578647	45.934977358	12.658427862	14.542735083	34.836285693	61.398230680000005	42.146324829	11.775604224999999	54.929976613	56.212099791	24.204139694000002
K05297	rubredoxin---NAD+ reductase [EC:1.18.1.1]	0	1.390283705	0	0	0	0	1.374005976	0	1.717513768	0	8.387669853	6.928254367	0	0.959877879	0.378162314	0	1.464009734	26.136261827000002	1.055063165	1.067284299
K05301	sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1]	0	0.911538534	0	0.804145384	1.990620295	35.129358207	45.252455174	27.57277341	32.30484432	49.155116815	39.299112056	20.160127524	21.43454808	32.994372138	20.902410201000002	43.462314184	15.985070225000001	16.748105561	38.994236219	35.321911203999996
K05302	N-lysine methyltransferase SETD6 [EC:2.1.1.-]	0	0	0	0	0	0	1.392375039	1.124749718	0	0	1.203543103	5.227034572	4.031217097	0.762244216	0	0	1.041247565	0	0	0
K05303	O-methyltransferase [EC:2.1.1.-]	199.541207961	174.06069073700002	135.165193273	342.709248268	190.434599614	98.342801532	125.410184513	215.929936295	108.512214904	100.252859026	158.121186219	149.72003847	126.056016283	172.53840753400002	164.240325638	133.593208027	136.114805143	123.72153203	170.426250012	203.323312131
K05306	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	4.203300879	10.035589984	1.660119496	1.089602158	0	49.246377976	69.785622641	82.82731054199999	67.59464165	25.604035703	81.610718329	67.401958101	50.693636933	91.775088897	71.694493161	101.158956569	82.312186548	210.64594178	131.828058252	74.460020535
K05307	thiamine-triphosphatase [EC:3.6.1.28]	0	0	0	0	0	0	1.101141705	0	0	0	0	7.621926881	2.194407801	0	0	0	0	0	0	1.54058354
K05308	gluconate/galactonate dehydratase [EC:4.2.1.140]	15.996779301	51.99872516	5.3860709799999995	22.375480608	2.828288152	31.344605757	31.515064323	36.511237323	43.540054043	64.86908559	51.82202099	37.433964555	22.691695624	35.402083994	9.13509656	32.586638648	26.46778934	11.431442581	3.484617317	25.39613752
K05309	microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]	0	13.29960532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05337	ferredoxin	371.896911571	746.795306032	709.085521901	1052.3033888740001	351.065501925	541.9493845549999	711.64199505	459.219953316	903.974177834	221.700351812	1282.107876261	817.805863609	657.215308577	1371.87560316	2125.221484075	1007.06001913	445.355848547	239.409932531	2266.87279752	654.295260801
K05341	amylosucrase [EC:2.4.1.4]	49.197169888	9.862166722	5.771126935	114.43448228800001	46.414354040999996	11.647333317	14.063793227	11.307376066	2.224335968	53.50154182	6.246625400999999	7.719746869	9.31674449	6.95708123	0.327222642	0	5.920778424	0	0	0
K05342	alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]	51.353176147	31.816946885	4.695581654	118.814723492	8.968089815	32.692757771000004	49.072909015	31.5071015	45.001151224	6.182387890999999	74.15825253300001	69.926586188	76.497673909	79.835975944	119.430250141	39.272817289	30.909893061000002	12.095650332	118.106384004	25.270625027999998
K05343	maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]	533.87493924	527.183722874	437.70482525299997	742.106792531	630.582709002	656.244484093	679.683260513	574.18229062	643.390521549	790.667663299	569.056071211	688.763638408	831.834708449	561.193881696	413.876406932	598.728740801	680.538313758	588.580633355	458.831741304	693.301150296
K05346	deoxyribonucleoside regulator	3.262192363	0.587182347	0	2.771735152	9.514126324000001	83.211429254	77.248841571	78.199585016	66.930532704	29.630717261999997	62.136477412	76.084693249	52.322337489	74.40921906	30.929387466	48.980910749	72.316290423	57.815094159000004	34.639203139	51.463176059
K05349	beta-glucosidase [EC:3.2.1.21]	533.08301024	557.668048344	643.572690195	506.832873733	279.682259781	767.685422419	814.689423384	959.370728519	764.696713745	282.907563203	875.546376596	1118.291210141	1162.664607045	807.072300519	801.271772119	1145.97941732	1119.105223732	1787.045059634	1022.026584175	1087.578586335
K05350	beta-glucosidase [EC:3.2.1.21]	106.99955724099999	156.488263669	149.00065325600002	257.551569877	103.11893912400001	106.970713643	117.212122481	95.066755673	90.713032265	96.013735635	105.248107561	144.709955999	204.439529308	93.624234691	96.20577494	146.340453714	102.03195422900001	190.997539665	113.102275559	123.470788163
K05351	D-xylulose reductase [EC:1.1.1.9]	0	4.838313827	0	0	0	1.840191853	1.569109649	1.361529038	4.428450005	38.06083135	4.013827582	11.016681113	3.801398079	1.688460267	0.507094583	0	6.505085792	4.222539554	0.695055187	10.421623003
K05355	hexaprenyl-diphosphate synthase [EC:2.5.1.82 2.5.1.83]	0	5.332386808	11.9966032	14.82144147	0	3.193274098	3.1896439	0	1.084896197	0	6.04686517	9.211260831	4.064267947	0.350846725	0.135829477	0	0	0.165547904	0	0.540949562
K05357	vitamin-K-epoxide reductase (warfarin-sensitive) [EC:1.17.4.4]	12.65532928	30.16424126	1.175917976	0	7.318456968	16.28986549	42.4778058	60.17875212	34.789697131	3.304126545	38.794894897999995	32.393634957	52.691224418	19.457043707	27.087432129	63.461861121999995	40.75286803	118.180931156	52.615260082	57.477901348
K05360	protein-disulfide reductase (glutathione) [EC:1.8.4.2]	57.05116232	0	2.958284217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05364	penicillin-binding protein A	27.769350745	203.633203462	162.461875757	230.550702768	76.787909897	41.210735196	55.252647826	73.560831426	53.542820865	7.161669681999999	82.333884035	82.125121104	120.384461178	123.079237529	132.133994264	60.924325052	56.529386857	13.290051071999999	119.806578317	42.179629142
K05365	penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]	18.319134181	37.562266925	131.880202264	23.283249279	106.927600928	32.102669542	33.907631174	45.032160398	36.307006084	5.070503369	78.377271234	54.29183511	34.96465597	60.549278365	101.153978056	112.94943860299999	62.30843762	176.769368212	145.223699768	49.224539453
K05366	penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	191.993203268	243.59703711	542.330229867	120.509352459	377.466792727	214.264144576	244.117229832	184.198352626	234.145159565	214.765039178	283.957247838	187.440015962	147.776894559	284.702473446	394.337732276	265.989022328	188.619484295	300.76760153	337.414448701	160.158020118
K05367	penicillin-binding protein 1C [EC:2.4.1.129]	19.201820612	43.92741341	30.012782727	42.098056235	166.339294306	55.443010571	58.708191624	60.90775132	36.352655556	23.894359182000002	36.335450346	44.499368083	46.120511112	41.992715257	30.916371797	58.491863631	63.557437703	40.03014002	35.286910270999996	78.703121541
K05375	MbtH protein	35.930457674	243.890501682	523.58485411	136.194348551	194.60038131	60.550106589	72.820752508	12.862860678	110.597098155	0	147.85381288899998	110.70440928800001	95.984594476	115.777321782	236.522639835	130.068973834	32.939931963	45.14064516	120.877320654	71.92014306200001
K05384	bilin biosynthesis protein	3.176664664	0	82.016597797	0	66.628302197	1.5789412840000001	3.2474827680000002	2.299735798	9.353585652	4.182473518	15.781807499000001	12.849996920999999	0.784457592	14.81544036	53.397043555	24.350823378	3.16703469	78.100872679	62.320566068	7.610832364
K05386	bilin biosynthesis protein	3.176664664	0	0.818029897	0	2.8078605669999996	1.070013225	2.8433604170000004	0.844163459	2.471527575	0	6.556160178	7.9667209119999995	0.784457592	4.59534276	32.454678103	17.064645759	1.290533852	58.225497486	47.592005737	5.999854926
K05389	potassium channel subfamily K, other eukaryote	0	13.690017315	0	0	0	8.809008575	10.352935878	13.974009515999999	8.0748524840000009	142.00193651	10.863296061	25.89813518	25.255643835	7.028963223	2.6014539660000002	0.299546194	11.684380077	21.528815903	0.606144761	22.900216564
K05499	LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG	0	2.717147663	0.691716457	0	0	3.232547699	4.315341395	2.553766358	5.745139959	0	12.180122505	13.825137653	3.8907399280000003	10.653436776	4.983750097	10.431965492	18.750832591000002	34.549134223	6.600905464999999	8.901943764
K05501	TetR/AcrR family transcriptional regulator	69.23973788	15.376160569	9.586138356	6.468178335	2.893343452	1.564034391	0	0	2.276006007	0	0.545606207	8.599009545	0	1.542971079	1.2716877229999999	0	5.712800314	22.66332444	3.8814471960000003	1.222770851
K05515	penicillin-binding protein 2 [EC:3.4.16.4]	204.720441668	178.678200261	297.370235264	201.03327261500002	332.21914115100003	149.184143702	140.653768311	334.293831346	177.287485486	69.898904805	99.3255629	182.297476723	197.832977798	108.419903611	85.870337982	153.534956448	230.145708631	216.467015473	114.274365715	137.562110868
K05516	curved DNA-binding protein	84.236853807	47.977921315	8.878958811	39.702080034	16.267544128	81.386817514	105.767875346	80.948008782	113.982764485	51.298820991	164.87557608	123.955552378	59.524127269	149.02213045599999	206.425793944	194.995683852	123.844398859	131.429831057	213.013239634	194.364104783
K05518	phosphoserine phosphatase RsbX [EC:3.1.3.3]	9.393796577	43.990639631	74.137981865	68.612102615	71.283990173	33.339754248	36.516116391	27.817391139999998	82.350878214	17.39351234	162.626733568	102.71735687099999	127.342673636	150.264002248	232.98184629099998	125.200292874	63.616705950000004	216.54690766	255.138554228	53.504738043
K05520	protease I [EC:3.5.1.124]	246.18179436399998	165.524781732	463.378059465	212.932917316	294.902387184	259.110531268	194.368606527	158.904979148	174.53644595400002	50.913534447	131.747386047	196.06120113	223.669945058	166.103661163	101.009676591	151.811797039	167.222816005	236.251065053	99.535538039	216.37253681800001
K05521	ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24]	22.741797464	34.79011352	130.081467252	77.75373617300001	54.250218065999995	14.016682359	28.443084188	24.648451767	60.380123743	1.672132782	52.599987205	59.707389660000004	69.702185202	62.243400155	69.453637433	31.010245608	16.18395215	53.906008006	71.503282748	31.989130627
K05522	endonuclease VIII [EC:3.2.2.- 4.2.99.18]	94.91789692900001	345.056157701	248.605777779	311.389677999	71.487472385	136.856764391	160.172336858	240.717843692	210.423497311	163.062871174	251.628426381	193.725281589	188.744399918	248.973315114	256.372752769	215.581060735	175.03552323	199.49009053700001	248.105440528	109.875889628
K05524	ferredoxin	571.415594328	356.823363385	708.19308536	423.593329835	645.855755638	571.806113191	496.239747044	578.441612507	542.225298251	616.59093638	455.49304317	520.558321603	709.321824654	629.004440678	567.015064403	484.399398987	540.678044749	391.776032494	583.17952504	474.930006026
K05525	linalool 8-monooxygenase [EC:1.14.14.84]	0	0	0	0	0	16.85971545	6.29303039	1.342463282	2.019814633	7.682609967	0.466897154	0	0	2.350397421	0.372762863	0.605427201	5.501146095	4.145483661	1.094272485	10.713761790000001
K05527	BolA family transcriptional regulator, general stress-responsive regulator	347.134884509	163.495077947	124.89427195	146.97706086099998	209.02680827400002	102.837445991	114.299360505	124.491623942	236.363909348	66.618672493	172.424591697	133.590516774	121.955439323	136.829639651	188.16648773199998	167.076233752	201.604030399	179.374333682	137.508590155	148.930596391
K05528	alpha 1,6-mannosyltransferase [EC:2.4.1.232]	0	18.560240076	0	0	0	13.894238928	14.328215805	8.489681519	6.462235517000001	95.52509953399999	11.780566814	28.748103777	30.052749108999997	10.124351809	3.128006598	0	11.612839743	9.278107083	1.632590368	13.243956278
K05529	mannan polymerase complexes MNN9 subunit [EC:2.4.1.232]	0	0	0	0	0.238601748	0	2.142996974	1.059675676	0	1.829403398	5.178337773	10.364758779999999	5.238954528	1.965702882	0	0.686289053	3.463252756	2.585852428	0	9.806438007
K05531	mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]	0	4.134862703	0	1.622798545	0	0	1.234000627	0	3.085012882	70.89062983	13.219960815	9.032194802000001	23.745134759	2.253322789	2.125030319	0.516485576	9.697263704	0	0	2.145475236
K05532	mannan polymerase II complex MNN11 subunit [EC:2.4.1.-]	0	4.376514386	0	0	0	0	0	0	7.523658833	65.24626755	0	6.240372791	10.08051214	0	0.771742015	0	2.304299345	0	0	0
K05535	alpha 1,2-mannosyltransferase [EC:2.4.1.-]	6.848219319	16.32135141	74.080562897	0.698774609	0	6.233759962	7.109368363	2.182798192	7.669840516000001	6.197213424	18.315380356	8.424567713	10.930677601	13.34445973	46.477029607	1.199978465	1.741148822	4.490515595	10.002544201000001	9.242434061
